policy_index,policy_id,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,recovery_min,extension_share,headway_status,span_status,calendar_status,recovery_status,extension_share_status,production_status,fleet_status,exact_timetable,s8_phase_selected
99,SP2_e58cacd3007b65,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
100,SP2_a2cdf919f7c098,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
101,SP2_44cad65ef3d880,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
102,SP2_55c4e741453c2d,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
103,SP2_2c9326dba37716,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
104,SP2_3a82f3f004a41a,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
105,SP2_2d6242bb4699ab,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
106,SP2_75d0f8d5e8719b,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
107,SP2_d483f9b962f91a,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
108,SP2_7a259d16c74c5f,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
109,SP2_6f75e43a7254bf,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
110,SP2_0b06306b671673,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
111,SP2_2f5f62a1d1481a,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
112,SP2_f2e1184d4db950,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
113,SP2_291ad3869eef2c,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
114,SP2_74b574eb04415a,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
115,SP2_48f8807d0c9676,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
116,SP2_27916d0863fa5c,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
117,SP2_3f043d17a657cf,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
118,SP2_7cc7a44a53bd5b,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
119,SP2_a279b35c7f63a9,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
120,SP2_f49c3e1ff627f4,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
121,SP2_8fabb199496780,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
122,SP2_caaa7e1383865d,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
123,SP2_5bd520d24b6dd2,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
124,SP2_ecefb39a760a41,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
125,SP2_946bf073c87e03,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
126,SP2_3a943caadcf883,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
127,SP2_fb3f2d878163d7,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
128,SP2_8ef96314a43900,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
129,SP2_a4a29c5c66b36c,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
130,SP2_334fc881a2b6eb,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
131,SP2_56c6e7269467e6,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
132,SP2_c8fa3eb50fab85,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
133,SP2_0bdec731d3fe59,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
134,SP2_63719cee759bbd,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
135,SP2_30454b8ec16d9a,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
136,SP2_6ca2800d88e288,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
137,SP2_e3a87ab0435484,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
138,SP2_b2fe899b2f0e97,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
139,SP2_da560ff62b567b,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
140,SP2_923a7ebc86c6ed,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
141,SP2_dd2324ecd3076e,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
142,SP2_423bf23a58140a,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
143,SP2_02697b2c44a8b9,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,0.25,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
144,SP2_91e4c72670caf8,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
145,SP2_18a9e4a2de581b,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
146,SP2_1b0f96579ef224,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
147,SP2_a50cba18d685fd,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
148,SP2_0d3dad39f0251c,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
