master_source_record_id,source_family,source_record_native_id,operator,route_id,source_stop_name,lat,lon,municipality_reported,physical_municipality_exact,analysis_context_role,source_temporal_status,service_class,legacy_physical_cluster_id,legacy_pro_com_t,source_provenance_status,boarding_point_id_candidate,boarding_point_assignment_status,stop_place_id_candidate,stop_place_assignment_status,routing_terminal_eligibility_status,notes
ASF_OTP::CALCOA05,ASF_OPERATOR_OTP,CALCOA05,ASF_AUTOLINEE,2:C_46,Calco - Via Garibaldi,45.72501,9.41011,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOA05,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_CALCO_VIA_GARIBALDI,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::CALCOR05,ASF_OPERATOR_OTP,CALCOR05,ASF_AUTOLINEE,2:C_46,Calco - via Garibaldi,45.725,9.40996,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOR05,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_CALCO_VIA_GARIBALDI,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::CALCOA06,ASF_OPERATOR_OTP,CALCOA06,ASF_AUTOLINEE,2:C_46,Calco - Largo Pomea,45.72394,9.41525,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOA06,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_CALCO_LARGO_POMEA,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::CALCOR06,ASF_OPERATOR_OTP,CALCOR06,ASF_AUTOLINEE,2:C_46,Calco - Largo Pomea,45.72387,9.41519,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOR06,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_CALCO_LARGO_POMEA,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::CALCOA07,ASF_OPERATOR_OTP,CALCOA07,ASF_AUTOLINEE,2:C_46,Arlate - Bivio per il Paese,45.72344,9.44397,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOA07,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ARLATE_BIVIO_PER_IL_PAESE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::CALCOR07,ASF_OPERATOR_OTP,CALCOR07,ASF_AUTOLINEE,2:C_46,Arlate - Bivio per il Paese,45.72345,9.44397,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOR07,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ARLATE_BIVIO_PER_IL_PAESE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::CALCOA08,ASF_OPERATOR_OTP,CALCOA08,ASF_AUTOLINEE,2:C_46,Arlate - Cantina Pirovano,45.72726,9.43691,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOA08,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ARLATE_CANTINA_PIROVANO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::CALCOR08,ASF_OPERATOR_OTP,CALCOR08,ASF_AUTOLINEE,2:C_46,Arlate - Cantina Pirovano,45.72727,9.43689,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOR08,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ARLATE_CANTINA_PIROVANO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::CALCOA09,ASF_OPERATOR_OTP,CALCOA09,ASF_AUTOLINEE,2:C_46,Arlate - B.vio Brivio - Madonnina,45.73265,9.42205,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_CALCOA09,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ARLATE_B_VIO_BRIVIO_MADONNINA,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::IMBERA07,ASF_OPERATOR_OTP,IMBERA07,ASF_AUTOLINEE,2:C_46,Imbersago - Località Cazzulino,45.71871,9.44475,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP_POLYGON_ASSIGNMENT,BP_SRC_ASF_IMBERA07,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_IMBERSAGO_LOCALITA_CAZZULINO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::IMBERR07,ASF_OPERATOR_OTP,IMBERR07,ASF_AUTOLINEE,2:C_46,Imbersago - Località Cazzulino,45.71871,9.44475,Calco,Calco,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP_POLYGON_ASSIGNMENT,BP_SRC_ASF_IMBERR07,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_IMBERSAGO_LOCALITA_CAZZULINO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::BRIVIA05,ASF_OPERATOR_OTP,BRIVIA05,ASF_AUTOLINEE,2:C_46,Beverate - Cartello Paese,45.73401,9.42654,Brivio,Brivio,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_BRIVIA05,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_BEVERATE_CARTELLO_PAESE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::BRIVIR05,ASF_OPERATOR_OTP,BRIVIR05,ASF_AUTOLINEE,2:C_46,Beverate - Cartello Paese,45.73397,9.42652,Brivio,Brivio,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_BRIVIR05,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_BEVERATE_CARTELLO_PAESE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::BRIVIA04,ASF_OPERATOR_OTP,BRIVIA04,ASF_AUTOLINEE,2:C_46,Vaccarezza - Cartello Paese,45.73672,9.43594,Brivio,Brivio,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_BRIVIA04,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_VACCAREZZA_CARTELLO_PAESE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::BRIVIR04,ASF_OPERATOR_OTP,BRIVIR04,ASF_AUTOLINEE,2:C_46,Vaccarezza - Cartello Paese,45.73701,9.43615,Brivio,Brivio,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_BRIVIR04,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_VACCAREZZA_CARTELLO_PAESE,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::BRIVIA03,ASF_OPERATOR_OTP,BRIVIA03,ASF_AUTOLINEE,2:C_46,Brivio - Bar Cristallo,45.74234,9.43934,Brivio,Brivio,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_BRIVIA03,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_BRIVIO_BAR_CRISTALLO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::BRIVIR03,ASF_OPERATOR_OTP,BRIVIR03,ASF_AUTOLINEE,2:C_46,Brivio - Bar Cristallo,45.74229,9.43929,Brivio,Brivio,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_BRIVIR03,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_BRIVIO_BAR_CRISTALLO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::BRIVIR06,ASF_OPERATOR_OTP,BRIVIR06,ASF_AUTOLINEE,2:C_46,Brivio - Via Como - Pensilina,45.7424,9.44591,Brivio,Brivio,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_BRIVIR06,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_BRIVIO_VIA_COMO_PENSILINA,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::ROVAGA01,ASF_OPERATOR_OTP,ROVAGA01,ASF_AUTOLINEE,2:C_46,Rovagnate-S.S- Ang. V. Lombardia,45.73719,9.37035,La Valletta Brianza,La Valletta Brianza,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_ROVAGA01,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ROVAGNATE_S_S_ANG_V_LOMBARDIA,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::ROVAGR01,ASF_OPERATOR_OTP,ROVAGR01,ASF_AUTOLINEE,2:C_46,Rovagnate - S.S. - Ang. V. Lombardia,45.73716,9.36935,La Valletta Brianza,La Valletta Brianza,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_ROVAGR01,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ROVAGNATE_S_S_ANG_V_LOMBARDIA,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::ROVAGA03,ASF_OPERATOR_OTP,ROVAGA03,ASF_AUTOLINEE,2:C_46,Rovagnate - Strada Statale - AGIP,45.73721,9.37446,La Valletta Brianza,La Valletta Brianza,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_ROVAGA03,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ROVAGNATE_STRADA_STATALE_AGIP,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::ROVAGR03,ASF_OPERATOR_OTP,ROVAGR03,ASF_AUTOLINEE,2:C_46,Rovagnate - Strada Statale - AGIP,45.73721,9.37436,La Valletta Brianza,La Valletta Brianza,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_ROVAGR03,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ROVAGNATE_STRADA_STATALE_AGIP,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::PERE_A01,ASF_OPERATOR_OTP,PERE_A01,ASF_AUTOLINEE,2:C_46,Perego - Via Statale 79,45.73863,9.36241,La Valletta Brianza,La Valletta Brianza,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_PERE_A01,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_PEREGO_VIA_STATALE_79,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::PERE_R01,ASF_OPERATOR_OTP,PERE_R01,ASF_AUTOLINEE,2:C_46,Perego - Via Statale 79,45.73854,9.36274,La Valletta Brianza,La Valletta Brianza,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_PERE_R01,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_PEREGO_VIA_STATALE_79,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::ROVAGA04,ASF_OPERATOR_OTP,ROVAGA04,ASF_AUTOLINEE,2:C_46,Rovagnate - Frazione Alduno,45.73481,9.38253,Santa Maria Hoè,Santa Maria Hoè,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP_POLYGON_ASSIGNMENT,BP_SRC_ASF_ROVAGA04,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ROVAGNATE_FRAZIONE_ALDUNO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::ROVAGAR4,ASF_OPERATOR_OTP,ROVAGAR4,ASF_AUTOLINEE,2:C_46,Rovagnate - Frazione Alduno,45.73489,9.38233,Santa Maria Hoè,Santa Maria Hoè,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP_POLYGON_ASSIGNMENT,BP_SRC_ASF_ROVAGAR4,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_ROVAGNATE_FRAZIONE_ALDUNO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::SAMAHA04,ASF_OPERATOR_OTP,SAMAHA04,ASF_AUTOLINEE,2:C_46,Santa Maria Hoè - Via Giovanni XXIII,45.7412,9.3803,Santa Maria Hoè,Santa Maria Hoè,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_SAMAHA04,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_SANTA_MARIA_HOE_VIA_GIOVANNI_XXIII,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::SAMAHR04,ASF_OPERATOR_OTP,SAMAHR04,ASF_AUTOLINEE,2:C_46,Santa Maria Hoè - Via Giovanni XXIII,45.74116,9.38091,Santa Maria Hoè,Santa Maria Hoè,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_SAMAHR04,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_SANTA_MARIA_HOE_VIA_GIOVANNI_XXIII,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::SAMAHA01,ASF_OPERATOR_OTP,SAMAHA01,ASF_AUTOLINEE,2:C_46,Santa Maria Hoè - Via Como,45.74368,9.37468,Santa Maria Hoè,Santa Maria Hoè,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_SAMAHA01,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_SANTA_MARIA_HOE_VIA_COMO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::SAMAHR01,ASF_OPERATOR_OTP,SAMAHR01,ASF_AUTOLINEE,2:C_46,Santa Maria Hoè - Via Como,45.74364,9.37458,Santa Maria Hoè,Santa Maria Hoè,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_SAMAHR01,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_SANTA_MARIA_HOE_VIA_COMO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::SAMAHA03,ASF_OPERATOR_OTP,SAMAHA03,ASF_AUTOLINEE,2:C_46,S. Maria Hoè - S.P. 58 ang. Via Cenisio,45.73817,9.38791,Santa Maria Hoè,Santa Maria Hoè,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_SAMAHA03,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
ASF_OTP::SAMAHR03,ASF_OPERATOR_OTP,SAMAHR03,ASF_AUTOLINEE,2:C_46,S. Maria Hoè - S.P. 58 ang. Via Cenisio,45.73816,9.38795,Santa Maria Hoè,Santa Maria Hoè,CORE_CURRENT_OPERATOR_STOP,CURRENT_2026_OPERATOR_OTP,CONVENTIONAL_TPL_CURRENT_OPERATOR,,,SUBAGENT_REPORTED_OFFICIAL_ASF_OTP,BP_SRC_ASF_SAMAHR03,DIRECTIONAL_OPERATOR_RECORD_DISTINCT_CANDIDATE,SP_CAND_ASF_S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,OPERATOR_NAME_GROUP_CANDIDATE_NOT_BOARDING_IDENTITY,NOT_EVALUATED,A/R operator rows remain distinct boarding-point candidates even when close. Stop-place candidate is name-based and non-decisional.
SPECIAL_SERVICE::NAVETTA_MANDIC_MANZONI::001,SPECIAL_SERVICE_EVIDENCE,NAVETTA_MANDIC_MANZONI::001,ASST Lecco / Comune di Merate,NAVETTA_MANDIC_MANZONI,Casa di Comunità Olgiate Molgora,45.72213132103248,9.397973585897839,Olgiate Molgora,,SPECIAL_SERVICE_SEPARATE_CLASS,CURRENT_CONFIRMED_2026-07-10,SPECIAL_SERVICE_BOARDING_POINT,,,FACT_SERVICE_EXISTENCE_PLUS_LOCAL_COORDINATE,BP_SRC_SPECIAL_NAVETTA_MANDIC_MANZONI_001,SOURCE_PRESERVED_SPECIAL_SERVICE_CANDIDATE,SP_CAND_SPECIAL_CASA_DI_COMUNITA_OLGIATE_MOLGORA,SPECIAL_SERVICE_LOCATION_CANDIDATE,NOT_EVALUATED,Coordinate provenance=LOCAL_COORDINATE_USER_SUPPLIED. Do not reinterpret as standard TPL infrastructure without separate evidence.
