cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated
CELL_01702,45.7361,9.3602,335.6,La Valletta Brianza,Rovagnate,40.025,8.74
CELL_01703,45.7361,9.3615,345.8,La Valletta Brianza,Rovagnate,48.887,10.68
CELL_01704,45.7361,9.3628,341.8,La Valletta Brianza,Rovagnate,59.032,12.9
CELL_01705,45.7361,9.3641,340.6,La Valletta Brianza,Rovagnate,71.4,15.6
CELL_01706,45.7361,9.3654,345.8,La Valletta Brianza,Rovagnate,84.57,18.48
CELL_01707,45.7361,9.3667,340.9,La Valletta Brianza,Rovagnate,97.728,21.35
CELL_01708,45.7361,9.368,341.7,La Valletta Brianza,Rovagnate,108.511,23.71
CELL_01709,45.7361,9.3693,333.7,La Valletta Brianza,Rovagnate,113.357,24.77
CELL_01710,45.7361,9.3706,340.5,La Valletta Brianza,Rovagnate,110.737,24.19
CELL_01711,45.7361,9.3719,344.3,La Valletta Brianza,Rovagnate,101.192,22.11
CELL_01712,45.7361,9.3732,344.9,La Valletta Brianza,Rovagnate,88.463,19.33
CELL_01713,45.7361,9.3745,338.6,La Valletta Brianza,Rovagnate,75.341,16.46
CELL_01714,45.7361,9.3758,341.0,La Valletta Brianza,Rovagnate,62.799,13.72
CELL_01715,45.7361,9.3771,341.3,La Valletta Brianza,Rovagnate,51.709,11.3
CELL_01716,45.7361,9.3784,343.1,La Valletta Brianza,Rovagnate,42.534,9.29
CELL_01717,45.7361,9.3797,341.9,La Valletta Brianza,Rovagnate,34.697,7.58
CELL_01718,45.7361,9.381,334.4,La Valletta Brianza,Rovagnate,27.968,6.11
CELL_01719,45.7361,9.3823,337.6,Olgiate Molgora,Monticello,5.003,1.11
CELL_01720,45.7361,9.3836,337.5,Olgiate Molgora,Monticello,5.972,1.33
CELL_01721,45.7361,9.3849,342.7,Olgiate Molgora,Monticello,6.912,1.54
CELL_01722,45.7361,9.3862,334.5,Olgiate Molgora,Monticello,7.775,1.73
CELL_01723,45.7361,9.3875,339.4,Olgiate Molgora,Monticello,8.687,1.93
CELL_01724,45.7361,9.3888,340.5,Olgiate Molgora,Monticello,9.664,2.15
CELL_01725,45.7361,9.3901,311.6,Olgiate Molgora,Mondonico,19.459,4.33
CELL_01726,45.7361,9.3914,313.2,Olgiate Molgora,Mondonico,23.638,5.26
CELL_01727,45.7361,9.3927,315.3,Olgiate Molgora,Mondonico,28.047,6.24
CELL_01728,45.7361,9.394,319.5,Olgiate Molgora,Mondonico,33.086,7.36
CELL_01729,45.7361,9.3953,315.9,Olgiate Molgora,Mondonico,37.852,8.42
CELL_01730,45.7361,9.3966,316.0,Olgiate Molgora,Mondonico,40.882,9.09
CELL_01731,45.7361,9.3979,316.0,Olgiate Molgora,Mondonico,40.888,9.09
CELL_01732,45.7361,9.3992,315.4,Olgiate Molgora,Mondonico,37.677,8.38
CELL_01733,45.7361,9.4005,291.7,Olgiate Molgora,Olgiate Centro,122.424,27.23
CELL_01734,45.7361,9.4018,286.1,Olgiate Molgora,Olgiate Centro,127.957,28.46
CELL_01735,45.7361,9.4031,281.8,Olgiate Molgora,Olgiate Centro,125.034,27.81
CELL_01736,45.7361,9.4044,285.2,Olgiate Molgora,Olgiate Centro,115.109,25.6
CELL_01737,45.7361,9.4057,281.9,Olgiate Molgora,Olgiate Centro,101.544,22.59
CELL_01738,45.7361,9.407,269.9,Olgiate Molgora,Porchera,22.751,5.06
CELL_01739,45.7361,9.4083,269.7,Olgiate Molgora,Porchera,27.681,6.16
CELL_01740,45.7361,9.4096,268.3,Olgiate Molgora,Porchera,32.549,7.24
CELL_01741,45.7361,9.4109,270.5,Olgiate Molgora,Porchera,36.764,8.18
CELL_01742,45.7361,9.4122,273.9,Olgiate Molgora,Porchera,37.953,8.44
CELL_01743,45.7361,9.4135,270.1,Olgiate Molgora,Porchera,35.55,7.91
CELL_01744,45.7361,9.4148,265.8,Olgiate Molgora,Porchera,30.924,6.88
CELL_01745,45.7361,9.4161,269.9,Olgiate Molgora,Porchera,25.941,5.77
CELL_01746,45.7361,9.4174,273.8,Olgiate Molgora,Porchera,21.748,4.84
CELL_01747,45.7361,9.4187,249.2,Brivio,Beverate,46.182,6.7
CELL_01748,45.7361,9.42,251.8,Brivio,Beverate,57.419,8.33
CELL_01749,45.7361,9.4213,247.7,Brivio,Beverate,70.512,10.23
CELL_01750,45.7361,9.4226,250.3,Brivio,Beverate,85.375,12.38
CELL_01751,45.7361,9.4239,252.9,Brivio,Beverate,98.528,14.29
CELL_01752,45.7361,9.4252,249.7,Brivio,Beverate,97.86,14.19
CELL_01753,45.7361,9.4265,250.4,Brivio,Beverate,84.493,12.25
CELL_01754,45.7361,9.4278,248.9,Brivio,Beverate,69.52,10.08
CELL_01755,45.7361,9.4291,246.8,Brivio,Beverate,56.214,8.15
CELL_01756,45.7361,9.4304,253.4,Brivio,Beverate,45.449,6.59
CELL_01757,45.7361,9.4317,250.8,Brivio,Beverate,36.819,5.34
CELL_01758,45.7361,9.433,252.1,Brivio,Beverate,29.278,4.25
CELL_01759,45.7361,9.4343,255.3,Brivio,Beverate,23.824,3.46
CELL_01760,45.7361,9.4356,249.2,Brivio,Beverate,19.003,2.76
CELL_01761,45.7361,9.4369,247.2,Brivio,Beverate,15.395,2.23
CELL_01762,45.7361,9.4382,210.9,Brivio,Brivio Centro,24.366,3.53
CELL_01763,45.7361,9.4395,200.5,Brivio,Brivio Centro,26.985,3.91
CELL_01764,45.7361,9.4408,210.4,Brivio,Brivio Centro,28.844,4.18
CELL_01765,45.7361,9.4421,204.9,Brivio,Brivio Centro,30.583,4.44
CELL_01766,45.7361,9.4434,209.3,Brivio,Brivio Centro,31.519,4.57
CELL_01767,45.7361,9.4447,202.7,Brivio,Brivio Centro,31.427,4.56
CELL_01768,45.7361,9.446,211.4,Brivio,Brivio Centro,30.62,4.44
CELL_01769,45.7361,9.4473,208.3,Brivio,Brivio Centro,29.401,4.26
CELL_01770,45.7361,9.4486,210.2,Brivio,Brivio Centro,27.399,3.97
CELL_01771,45.7361,9.4499,211.1,Brivio,Brivio Centro,25.075,3.64
CELL_01772,45.7361,9.4512,205.9,Brivio,Brivio Centro,22.688,3.29
CELL_01773,45.7361,9.4525,204.3,Brivio,Brivio Centro,19.859,2.88
CELL_01774,45.7361,9.4538,205.8,Brivio,Brivio Centro,17.414,2.53
CELL_01775,45.7361,9.4551,205.8,Brivio,Brivio Centro,15.195,2.2
CELL_01776,45.7361,9.4564,205.8,Brivio,Brivio Centro,13.046,1.89
CELL_01777,45.7361,9.4577,211.1,Brivio,Brivio Centro,10.857,1.57
CELL_01778,45.737,9.355,370.0,La Valletta Brianza,Perego,16.998,3.71
CELL_01779,45.737,9.3563,368.3,La Valletta Brianza,Perego,19.875,4.34
CELL_01780,45.737,9.3576,372.9,La Valletta Brianza,Perego,22.637,4.95
CELL_01781,45.737,9.3589,371.6,La Valletta Brianza,Perego,25.665,5.61
CELL_01782,45.737,9.3602,340.3,La Valletta Brianza,Rovagnate,42.877,9.37
CELL_01783,45.737,9.3615,343.8,La Valletta Brianza,Rovagnate,53.012,11.58
CELL_01784,45.737,9.3628,336.4,La Valletta Brianza,Rovagnate,65.106,14.22
CELL_01785,45.737,9.3641,342.2,La Valletta Brianza,Rovagnate,79.965,17.47
CELL_01786,45.737,9.3654,341.0,La Valletta Brianza,Rovagnate,97.129,21.22
CELL_01787,45.737,9.3667,342.0,La Valletta Brianza,Rovagnate,115.488,25.23
CELL_01788,45.737,9.368,339.8,La Valletta Brianza,Rovagnate,132.271,28.9
CELL_01789,45.737,9.3693,339.7,La Valletta Brianza,Rovagnate,141.091,30.82
CELL_01790,45.737,9.3706,340.4,La Valletta Brianza,Rovagnate,136.522,29.83
CELL_01791,45.737,9.3719,345.7,La Valletta Brianza,Rovagnate,120.944,26.42
CELL_01792,45.737,9.3732,339.9,La Valletta Brianza,Rovagnate,102.51,22.4
CELL_01793,45.737,9.3745,343.1,La Valletta Brianza,Rovagnate,85.122,18.6
CELL_01794,45.737,9.3758,335.8,La Valletta Brianza,Rovagnate,69.72,15.23
CELL_01795,45.737,9.3771,340.7,La Valletta Brianza,Rovagnate,56.472,12.34
CELL_01796,45.737,9.3784,338.8,La Valletta Brianza,Rovagnate,45.692,9.98
CELL_01797,45.737,9.3797,343.6,La Valletta Brianza,Rovagnate,37.033,8.09
CELL_01798,45.737,9.381,344.3,La Valletta Brianza,Rovagnate,29.921,6.54
CELL_01799,45.737,9.3823,336.3,Olgiate Molgora,Monticello,5.966,1.33
CELL_01800,45.737,9.3836,345.5,Olgiate Molgora,Monticello,7.09,1.58
CELL_01801,45.737,9.3849,342.8,Olgiate Molgora,Monticello,8.069,1.79
CELL_01802,45.737,9.3862,342.4,Olgiate Molgora,Monticello,9.338,2.08
CELL_01803,45.737,9.3875,339.3,Olgiate Molgora,Monticello,10.612,2.36
CELL_01804,45.737,9.3888,334.7,Olgiate Molgora,Monticello,11.953,2.66
CELL_01805,45.737,9.3901,339.1,Olgiate Molgora,Monticello,12.797,2.85
CELL_01806,45.737,9.3914,311.9,Olgiate Molgora,Mondonico,25.647,5.7
CELL_01807,45.737,9.3927,314.8,Olgiate Molgora,Mondonico,31.619,7.03
CELL_01808,45.737,9.394,318.2,Olgiate Molgora,Mondonico,38.147,8.49
CELL_01809,45.737,9.3953,314.8,Olgiate Molgora,Mondonico,45.462,10.11
CELL_01810,45.737,9.3966,312.3,Olgiate Molgora,Mondonico,50.501,11.23
CELL_01811,45.737,9.3979,315.4,Olgiate Molgora,Mondonico,50.463,11.22
CELL_01812,45.737,9.3992,310.9,Olgiate Molgora,Mondonico,45.016,10.01
CELL_01813,45.737,9.4005,320.8,Olgiate Molgora,Mondonico,37.721,8.39
CELL_01814,45.737,9.4018,318.5,Olgiate Molgora,Mondonico,30.991,6.89
CELL_01815,45.737,9.4031,286.9,Olgiate Molgora,Olgiate Centro,100.828,22.43
CELL_01816,45.737,9.4044,288.6,Olgiate Molgora,Olgiate Centro,94.598,21.04
CELL_01817,45.737,9.4057,273.1,Olgiate Molgora,Porchera,20.148,4.48
CELL_01818,45.737,9.407,265.8,Olgiate Molgora,Porchera,24.839,5.53
CELL_01819,45.737,9.4083,272.4,Olgiate Molgora,Porchera,30.723,6.83
CELL_01820,45.737,9.4096,272.1,Olgiate Molgora,Porchera,37.328,8.3
CELL_01821,45.737,9.4109,270.2,Olgiate Molgora,Porchera,44.176,9.83
CELL_01822,45.737,9.4122,264.3,Olgiate Molgora,Porchera,47.057,10.47
CELL_01823,45.737,9.4135,271.4,Olgiate Molgora,Porchera,42.434,9.44
CELL_01824,45.737,9.4148,268.0,Olgiate Molgora,Porchera,35.136,7.82
CELL_01825,45.737,9.4161,273.0,Olgiate Molgora,Porchera,28.784,6.4
CELL_01826,45.737,9.4174,271.9,Olgiate Molgora,Porchera,23.13,5.14
CELL_01827,45.737,9.4187,250.2,Brivio,Beverate,43.085,6.25
CELL_01828,45.737,9.42,247.0,Brivio,Beverate,52.398,7.6
CELL_01829,45.737,9.4213,250.0,Brivio,Beverate,62.665,9.09
CELL_01830,45.737,9.4226,253.2,Brivio,Beverate,73.022,10.59
CELL_01831,45.737,9.4239,251.6,Brivio,Beverate,80.011,11.6
CELL_01832,45.737,9.4252,250.4,Brivio,Beverate,79.756,11.57
CELL_01833,45.737,9.4265,248.2,Brivio,Beverate,72.196,10.47
CELL_01834,45.737,9.4278,245.8,Brivio,Beverate,61.967,8.99
CELL_01835,45.737,9.4291,247.6,Brivio,Beverate,51.7,7.5
CELL_01836,45.737,9.4304,251.5,Brivio,Beverate,42.177,6.12
CELL_01837,45.737,9.4317,249.8,Brivio,Beverate,34.532,5.01
CELL_01838,45.737,9.433,254.4,Brivio,Beverate,28.036,4.07
CELL_01839,45.737,9.4343,248.3,Brivio,Beverate,22.646,3.28
CELL_01840,45.737,9.4356,249.0,Brivio,Beverate,18.475,2.68
CELL_01841,45.737,9.4369,204.1,Brivio,Brivio Centro,26.141,3.79
CELL_01842,45.737,9.4382,204.9,Brivio,Brivio Centro,29.645,4.3
CELL_01843,45.737,9.4395,205.5,Brivio,Brivio Centro,32.748,4.75
CELL_01844,45.737,9.4408,208.7,Brivio,Brivio Centro,35.644,5.17
CELL_01845,45.737,9.4421,204.3,Brivio,Brivio Centro,37.863,5.49
CELL_01846,45.737,9.4434,204.3,Brivio,Brivio Centro,38.843,5.63
CELL_01847,45.737,9.4447,207.8,Brivio,Brivio Centro,39.008,5.66
CELL_01848,45.737,9.446,207.7,Brivio,Brivio Centro,38.323,5.56
CELL_01849,45.737,9.4473,204.1,Brivio,Brivio Centro,36.145,5.24
CELL_01850,45.737,9.4486,205.6,Brivio,Brivio Centro,33.552,4.87
CELL_01851,45.737,9.4499,212.2,Brivio,Brivio Centro,30.362,4.4
CELL_01852,45.737,9.4512,207.9,Brivio,Brivio Centro,27.072,3.93
CELL_01853,45.737,9.4525,207.9,Brivio,Brivio Centro,23.872,3.46
CELL_01854,45.737,9.4538,205.9,Brivio,Brivio Centro,20.371,2.95
CELL_01855,45.737,9.4551,207.0,Brivio,Brivio Centro,17.625,2.56
CELL_01856,45.737,9.4564,206.5,Brivio,Brivio Centro,14.907,2.16
CELL_01857,45.737,9.4577,203.9,Brivio,Brivio Centro,12.696,1.84
CELL_01858,45.737,9.459,206.9,Brivio,Brivio Centro,10.315,1.5
CELL_01859,45.7379,9.355,376.3,La Valletta Brianza,Perego,19.716,4.31
CELL_01860,45.7379,9.3563,368.6,La Valletta Brianza,Perego,22.859,4.99
CELL_01861,45.7379,9.3576,368.9,La Valletta Brianza,Perego,26.714,5.84
CELL_01862,45.7379,9.3589,370.8,La Valletta Brianza,Perego,30.576,6.68
CELL_01863,45.7379,9.3602,372.4,La Valletta Brianza,Perego,34.314,7.5
CELL_01864,45.7379,9.3615,370.0,La Valletta Brianza,Perego,37.732,8.24
CELL_01865,45.7379,9.3628,349.2,La Valletta Brianza,Rovagnate,69.454,15.17
CELL_01866,45.7379,9.3641,337.8,La Valletta Brianza,Rovagnate,86.311,18.86
CELL_01867,45.7379,9.3654,345.5,La Valletta Brianza,Rovagnate,106.911,23.36
CELL_01868,45.7379,9.3667,347.6,La Valletta Brianza,Rovagnate,131.418,28.71
CELL_01869,45.7379,9.368,350.1,La Valletta Brianza,Rovagnate,157.762,34.47
CELL_01870,45.7379,9.3693,341.7,La Valletta Brianza,Rovagnate,175.773,38.4
CELL_01871,45.7379,9.3706,337.4,La Valletta Brianza,Rovagnate,165.354,36.13
CELL_01872,45.7379,9.3719,333.5,La Valletta Brianza,Rovagnate,139.186,30.41
CELL_01873,45.7379,9.3732,345.4,La Valletta Brianza,Rovagnate,113.961,24.9
CELL_01874,45.7379,9.3745,338.5,La Valletta Brianza,Rovagnate,92.41,20.19
CELL_01875,45.7379,9.3758,342.9,La Valletta Brianza,Rovagnate,74.345,16.24
CELL_01876,45.7379,9.3771,342.5,La Valletta Brianza,Rovagnate,59.891,13.08
CELL_01877,45.7379,9.3784,341.2,La Valletta Brianza,Rovagnate,48.289,10.55
CELL_01878,45.7379,9.3797,342.4,La Valletta Brianza,Rovagnate,38.838,8.48
CELL_01879,45.7379,9.381,339.3,La Valletta Brianza,Rovagnate,31.125,6.8
CELL_01880,45.7379,9.3823,338.2,Olgiate Molgora,Monticello,6.507,1.45
CELL_01881,45.7379,9.3836,339.0,Olgiate Molgora,Monticello,7.937,1.77
CELL_01882,45.7379,9.3849,340.8,Olgiate Molgora,Monticello,9.294,2.07
CELL_01883,45.7379,9.3862,342.5,Olgiate Molgora,Monticello,10.829,2.41
CELL_01884,45.7379,9.3875,339.3,Olgiate Molgora,Monticello,12.568,2.8
CELL_01885,45.7379,9.3888,340.2,Olgiate Molgora,Monticello,14.178,3.15
CELL_01886,45.7379,9.3901,336.1,Olgiate Molgora,Monticello,15.646,3.48
CELL_01887,45.7379,9.3914,313.0,Olgiate Molgora,Mondonico,27.243,6.06
CELL_01888,45.7379,9.3927,316.1,Olgiate Molgora,Mondonico,34.004,7.56
CELL_01889,45.7379,9.394,315.9,Olgiate Molgora,Mondonico,41.975,9.34
CELL_01890,45.7379,9.3953,311.9,Olgiate Molgora,Mondonico,51.63,11.48
CELL_01891,45.7379,9.3966,312.0,Olgiate Molgora,Mondonico,61.639,13.71
CELL_01892,45.7379,9.3979,317.1,Olgiate Molgora,Mondonico,61.069,13.58
CELL_01893,45.7379,9.3992,317.6,Olgiate Molgora,Mondonico,51.056,11.36
CELL_01894,45.7379,9.4005,316.2,Olgiate Molgora,Mondonico,41.221,9.17
CELL_01895,45.7379,9.4018,310.0,Olgiate Molgora,Mondonico,33.412,7.43
CELL_01896,45.7379,9.4031,315.7,Olgiate Molgora,Mondonico,26.654,5.93
CELL_01897,45.7379,9.4044,316.8,Olgiate Molgora,Mondonico,21.319,4.74
CELL_01898,45.7379,9.4057,270.8,Olgiate Molgora,Porchera,20.779,4.62
CELL_01899,45.7379,9.407,272.6,Olgiate Molgora,Porchera,25.84,5.75
CELL_01900,45.7379,9.4083,271.4,Olgiate Molgora,Porchera,32.16,7.15
CELL_01901,45.7379,9.4096,269.3,Olgiate Molgora,Porchera,39.936,8.88
CELL_01902,45.7379,9.4109,269.2,Olgiate Molgora,Porchera,49.755,11.07
CELL_01903,45.7379,9.4122,270.9,Olgiate Molgora,Porchera,57.908,12.88
CELL_01904,45.7379,9.4135,272.4,Olgiate Molgora,Porchera,46.702,10.39
CELL_01905,45.7379,9.4148,271.9,Olgiate Molgora,Porchera,37.505,8.34
CELL_01906,45.7379,9.4161,268.8,Olgiate Molgora,Porchera,30.158,6.71
CELL_01907,45.7379,9.4174,269.2,Olgiate Molgora,Porchera,24.239,5.39
CELL_01908,45.7379,9.4187,263.3,Olgiate Molgora,Porchera,19.175,4.27
CELL_01909,45.7379,9.42,252.6,Brivio,Beverate,45.783,6.64
CELL_01910,45.7379,9.4213,253.7,Brivio,Beverate,53.377,7.74
CELL_01911,45.7379,9.4226,255.3,Brivio,Beverate,60.506,8.78
CELL_01912,45.7379,9.4239,250.2,Brivio,Beverate,64.408,9.34
CELL_01913,45.7379,9.4252,246.8,Brivio,Beverate,64.069,9.29
CELL_01914,45.7379,9.4265,258.1,Brivio,Beverate,59.853,8.68
CELL_01915,45.7379,9.4278,243.9,Brivio,Beverate,53.102,7.7
CELL_01916,45.7379,9.4291,250.1,Brivio,Beverate,45.348,6.58
CELL_01917,45.7379,9.4304,245.8,Brivio,Beverate,38.145,5.53
CELL_01918,45.7379,9.4317,250.0,Brivio,Beverate,31.351,4.55
CELL_01919,45.7379,9.433,254.0,Brivio,Beverate,25.723,3.73
CELL_01920,45.7379,9.4343,252.3,Brivio,Beverate,20.977,3.04
CELL_01921,45.7379,9.4356,251.0,Brivio,Beverate,17.309,2.51
CELL_01922,45.7379,9.4369,206.8,Brivio,Brivio Centro,31.344,4.55
CELL_01923,45.7379,9.4382,213.8,Brivio,Brivio Centro,35.646,5.17
CELL_01924,45.7379,9.4395,203.9,Brivio,Brivio Centro,39.974,5.8
CELL_01925,45.7379,9.4408,206.5,Brivio,Brivio Centro,43.767,6.35
CELL_01926,45.7379,9.4421,210.8,Brivio,Brivio Centro,46.768,6.78
CELL_01927,45.7379,9.4434,206.8,Brivio,Brivio Centro,48.505,7.03
CELL_01928,45.7379,9.4447,202.1,Brivio,Brivio Centro,48.785,7.08
CELL_01929,45.7379,9.446,212.3,Brivio,Brivio Centro,47.4,6.87
CELL_01930,45.7379,9.4473,205.2,Brivio,Brivio Centro,44.785,6.5
CELL_01931,45.7379,9.4486,207.1,Brivio,Brivio Centro,40.971,5.94
CELL_01932,45.7379,9.4499,209.7,Brivio,Brivio Centro,36.677,5.32
CELL_01933,45.7379,9.4512,207.0,Brivio,Brivio Centro,32.284,4.68
CELL_01934,45.7379,9.4525,206.8,Brivio,Brivio Centro,27.923,4.05
CELL_01935,45.7379,9.4538,201.5,Brivio,Brivio Centro,23.77,3.45
CELL_01936,45.7379,9.4551,204.8,Brivio,Brivio Centro,20.001,2.9
CELL_01937,45.7379,9.4564,202.9,Brivio,Brivio Centro,16.924,2.45
CELL_01938,45.7379,9.4577,197.6,Brivio,Brivio Centro,14.07,2.04
CELL_01939,45.7379,9.459,205.3,Brivio,Brivio Centro,11.692,1.7
CELL_01940,45.7388,9.355,373.9,La Valletta Brianza,Perego,22.27,4.87
CELL_01941,45.7388,9.3563,378.2,La Valletta Brianza,Perego,26.696,5.83
CELL_01942,45.7388,9.3576,371.9,La Valletta Brianza,Perego,31.547,6.89
CELL_01943,45.7388,9.3589,372.9,La Valletta Brianza,Perego,36.54,7.98
CELL_01944,45.7388,9.3602,373.7,La Valletta Brianza,Perego,41.747,9.12
CELL_01945,45.7388,9.3615,369.3,La Valletta Brianza,Perego,46.131,10.08
CELL_01946,45.7388,9.3628,374.9,La Valletta Brianza,Perego,49.394,10.79
CELL_01947,45.7388,9.3641,342.1,La Valletta Brianza,Rovagnate,89.179,19.48
CELL_01948,45.7388,9.3654,337.6,La Valletta Brianza,Rovagnate,111.469,24.35
CELL_01949,45.7388,9.3667,348.3,La Valletta Brianza,Rovagnate,138.894,30.34
CELL_01950,45.7388,9.368,347.9,La Valletta Brianza,Rovagnate,173.58,37.92
CELL_01951,45.7388,9.3693,347.3,La Valletta Brianza,Rovagnate,215.603,47.1
CELL_01952,45.7388,9.3706,337.4,La Valletta Brianza,Rovagnate,186.068,40.65
CELL_01953,45.7388,9.3719,343.7,La Valletta Brianza,Rovagnate,148.8,32.51
CELL_01954,45.7388,9.3732,338.5,La Valletta Brianza,Rovagnate,119.297,26.06
CELL_01955,45.7388,9.3745,342.4,La Valletta Brianza,Rovagnate,95.452,20.85
CELL_01956,45.7388,9.3758,336.1,La Valletta Brianza,Rovagnate,76.481,16.71
CELL_01957,45.7388,9.3771,345.4,La Valletta Brianza,Rovagnate,61.387,13.41
CELL_01958,45.7388,9.3784,338.2,La Valletta Brianza,Rovagnate,49.218,10.75
CELL_01959,45.7388,9.3797,342.4,La Valletta Brianza,Rovagnate,39.356,8.6
CELL_01960,45.7388,9.381,339.3,La Valletta Brianza,Rovagnate,31.432,6.87
CELL_01961,45.7388,9.3823,339.7,Olgiate Molgora,Monticello,7.218,1.61
CELL_01962,45.7388,9.3836,341.7,Olgiate Molgora,Monticello,8.663,1.93
CELL_01963,45.7388,9.3849,342.0,Olgiate Molgora,Monticello,10.615,2.36
CELL_01964,45.7388,9.3862,337.8,Olgiate Molgora,Monticello,12.858,2.86
CELL_01965,45.7388,9.3875,337.6,Olgiate Molgora,Monticello,15.013,3.34
CELL_01966,45.7388,9.3888,338.1,Olgiate Molgora,Monticello,17.294,3.85
CELL_01967,45.7388,9.3901,338.2,Olgiate Molgora,Monticello,18.974,4.22
CELL_01968,45.7388,9.3914,341.3,Olgiate Molgora,Monticello,20.351,4.53
CELL_01969,45.7388,9.3927,315.3,Olgiate Molgora,Mondonico,34.084,7.58
CELL_01970,45.7388,9.394,314.7,Olgiate Molgora,Mondonico,42.762,9.51
CELL_01971,45.7388,9.3953,317.3,Olgiate Molgora,Mondonico,53.008,11.79
CELL_01972,45.7388,9.3966,311.8,Olgiate Molgora,Mondonico,65.292,14.52
CELL_01973,45.7388,9.3979,310.2,Olgiate Molgora,Mondonico,64.041,14.24
CELL_01974,45.7388,9.3992,319.7,Olgiate Molgora,Mondonico,51.926,11.55
CELL_01975,45.7388,9.4005,315.3,Olgiate Molgora,Mondonico,41.857,9.31
CELL_01976,45.7388,9.4018,316.7,Olgiate Molgora,Mondonico,33.668,7.49
CELL_01977,45.7388,9.4031,306.1,Olgiate Molgora,Mondonico,27.129,6.03
CELL_01978,45.7388,9.4044,317.3,Olgiate Molgora,Mondonico,21.74,4.84
CELL_01979,45.7388,9.4057,269.6,Olgiate Molgora,Porchera,20.245,4.5
CELL_01980,45.7388,9.407,270.7,Olgiate Molgora,Porchera,25.063,5.57
CELL_01981,45.7388,9.4083,266.6,Olgiate Molgora,Porchera,31.267,6.95
CELL_01982,45.7388,9.4096,264.9,Olgiate Molgora,Porchera,38.37,8.53
CELL_01983,45.7388,9.4109,273.9,Olgiate Molgora,Porchera,46.162,10.27
CELL_01984,45.7388,9.4122,269.4,Olgiate Molgora,Porchera,49.583,11.03
CELL_01985,45.7388,9.4135,268.7,Olgiate Molgora,Porchera,43.714,9.72
CELL_01986,45.7388,9.4148,267.6,Olgiate Molgora,Porchera,36.127,8.04
CELL_01987,45.7388,9.4161,271.1,Olgiate Molgora,Porchera,29.082,6.47
CELL_01988,45.7388,9.4174,276.0,Olgiate Molgora,Porchera,23.501,5.23
CELL_01989,45.7388,9.4187,268.4,Olgiate Molgora,Porchera,18.794,4.18
CELL_01990,45.7388,9.42,255.0,Brivio,Beverate,39.128,5.67
CELL_01991,45.7388,9.4213,249.4,Brivio,Beverate,44.766,6.49
CELL_01992,45.7388,9.4226,251.1,Brivio,Beverate,49.197,7.14
CELL_01993,45.7388,9.4239,248.4,Brivio,Beverate,52.011,7.54
CELL_01994,45.7388,9.4252,250.8,Brivio,Beverate,51.857,7.52
CELL_01995,45.7388,9.4265,249.6,Brivio,Beverate,48.804,7.08
CELL_01996,45.7388,9.4278,246.7,Brivio,Beverate,44.482,6.45
CELL_01997,45.7388,9.4291,254.5,Brivio,Beverate,38.867,5.64
CELL_01998,45.7388,9.4304,250.9,Brivio,Beverate,33.298,4.83
CELL_01999,45.7388,9.4317,252.3,Brivio,Beverate,27.849,4.04
CELL_02000,45.7388,9.433,250.7,Brivio,Beverate,23.184,3.36
CELL_02001,45.7388,9.4343,248.7,Brivio,Beverate,19.468,2.82
CELL_02002,45.7388,9.4356,208.1,Brivio,Brivio Centro,31.11,4.51
CELL_02003,45.7388,9.4369,209.1,Brivio,Brivio Centro,36.769,5.33
CELL_02004,45.7388,9.4382,212.6,Brivio,Brivio Centro,42.587,6.18
CELL_02005,45.7388,9.4395,209.4,Brivio,Brivio Centro,48.103,6.98
CELL_02006,45.7388,9.4408,202.6,Brivio,Brivio Centro,53.609,7.78
CELL_02007,45.7388,9.4421,209.6,Brivio,Brivio Centro,57.746,8.38
CELL_02008,45.7388,9.4434,204.6,Brivio,Brivio Centro,60.476,8.77
CELL_02009,45.7388,9.4447,206.4,Brivio,Brivio Centro,60.404,8.76
CELL_02010,45.7388,9.446,205.0,Brivio,Brivio Centro,58.519,8.49
CELL_02011,45.7388,9.4473,201.5,Brivio,Brivio Centro,54.689,7.93
CELL_02012,45.7388,9.4486,205.1,Brivio,Brivio Centro,49.715,7.21
CELL_02013,45.7388,9.4499,203.3,Brivio,Brivio Centro,43.744,6.34
CELL_02014,45.7388,9.4512,207.5,Brivio,Brivio Centro,37.896,5.5
CELL_02015,45.7388,9.4525,208.9,Brivio,Brivio Centro,32.387,4.7
CELL_02016,45.7388,9.4538,210.8,Brivio,Brivio Centro,27.398,3.97
CELL_02017,45.7388,9.4551,205.7,Brivio,Brivio Centro,23.039,3.34
CELL_02018,45.7388,9.4564,207.9,Brivio,Brivio Centro,19.224,2.79
CELL_02019,45.7388,9.4577,208.2,Brivio,Brivio Centro,15.68,2.27
CELL_02020,45.7388,9.459,206.5,Brivio,Brivio Centro,13.178,1.91
CELL_02021,45.7397,9.355,374.5,La Valletta Brianza,Perego,24.685,5.39
CELL_02022,45.7397,9.3563,377.7,La Valletta Brianza,Perego,30.009,6.56
CELL_02023,45.7397,9.3576,371.3,La Valletta Brianza,Perego,36.153,7.9
CELL_02024,45.7397,9.3589,369.0,La Valletta Brianza,Perego,42.609,9.31
CELL_02025,45.7397,9.3602,374.3,La Valletta Brianza,Perego,49.91,10.9
CELL_02026,45.7397,9.3615,369.9,La Valletta Brianza,Perego,56.404,12.32
