cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated,nearest_stop_id,nearest_stop_dist_m,walk_min_std,walk_min_slope
CELL_01756,45.7361,9.4304,253.4,Brivio,Beverate,45.449,6.59,S_BEVERATE,589.6,7.37,7.22
CELL_01757,45.7361,9.4317,250.8,Brivio,Beverate,36.819,5.34,S_BEVERATE,713.0,8.91,8.88
CELL_01758,45.7361,9.433,252.1,Brivio,Beverate,29.278,4.25,S_BEVERATE,837.2,10.46,10.37
CELL_01759,45.7361,9.4343,255.3,Brivio,Beverate,23.824,3.46,S_BEVERATE,961.9,12.02,11.79
CELL_01760,45.7361,9.4356,249.2,Brivio,Beverate,19.003,2.76,S_BEVERATE,1087.0,13.59,13.62
CELL_01761,45.7361,9.4369,247.2,Brivio,Beverate,15.395,2.23,S_BRIVIO_PORTO,1250.6,15.63,13.93
CELL_01762,45.7361,9.4382,210.9,Brivio,Brivio Centro,24.366,3.53,S_BRIVIO_PORTO,1170.1,14.63,14.41
CELL_01763,45.7361,9.4395,200.5,Brivio,Brivio Centro,26.985,3.91,S_BRIVIO_PORTO,1098.2,13.73,13.97
CELL_01764,45.7361,9.4408,210.4,Brivio,Brivio Centro,28.844,4.18,S_BRIVIO_PORTO,1036.7,12.96,12.77
CELL_01765,45.7361,9.4421,204.9,Brivio,Brivio Centro,30.583,4.44,S_BRIVIO_PORTO,987.6,12.35,12.39
CELL_01766,45.7361,9.4434,209.3,Brivio,Brivio Centro,31.519,4.57,S_BRIVIO_PORTO,952.9,11.91,11.77
CELL_01767,45.7361,9.4447,202.7,Brivio,Brivio Centro,31.427,4.56,S_BRIVIO_PORTO,934.0,11.68,11.82
CELL_01768,45.7361,9.446,211.4,Brivio,Brivio Centro,30.62,4.44,S_BRIVIO_PORTO,932.1,11.65,11.42
CELL_01769,45.7361,9.4473,208.3,Brivio,Brivio Centro,29.401,4.26,S_BRIVIO_PORTO,947.1,11.84,11.74
CELL_01770,45.7361,9.4486,210.2,Brivio,Brivio Centro,27.399,3.97,S_BRIVIO_PORTO,978.3,12.23,12.05
CELL_01771,45.7361,9.4499,211.1,Brivio,Brivio Centro,25.075,3.64,S_BRIVIO_PORTO,1024.2,12.8,12.58
CELL_01772,45.7361,9.4512,205.9,Brivio,Brivio Centro,22.688,3.29,S_BRIVIO_PORTO,1083.0,13.54,13.54
CELL_01773,45.7361,9.4525,204.3,Brivio,Brivio Centro,19.859,2.88,S_BRIVIO_PORTO,1152.6,14.41,14.48
CELL_01774,45.7361,9.4538,205.8,Brivio,Brivio Centro,17.414,2.53,S_BRIVIO_PORTO,1231.4,15.39,15.4
CELL_01775,45.7361,9.4551,205.8,Brivio,Brivio Centro,15.195,2.2,S_BRIVIO_PORTO,1317.5,16.47,16.48
CELL_01776,45.7361,9.4564,205.8,Brivio,Brivio Centro,13.046,1.89,S_BRIVIO_PORTO,1409.7,17.62,17.63
CELL_01777,45.7361,9.4577,211.1,Brivio,Brivio Centro,10.857,1.57,S_BRIVIO_PORTO,1506.8,18.83,18.61
CELL_01778,45.737,9.355,370.0,La Valletta Brianza,Perego,16.998,3.71,S_PEREGO,1241.1,15.51,15.69
CELL_01779,45.737,9.3563,368.3,La Valletta Brianza,Perego,19.875,4.34,S_PEREGO,1153.5,14.42,14.67
CELL_01780,45.737,9.3576,372.9,La Valletta Brianza,Perego,22.637,4.95,S_PEREGO,1073.7,13.42,13.47
CELL_01781,45.737,9.3589,371.6,La Valletta Brianza,Perego,25.665,5.61,S_ROVAGNATE,1062.8,13.29,12.05
CELL_01782,45.737,9.3602,340.3,La Valletta Brianza,Rovagnate,42.877,9.37,S_ROVAGNATE,941.0,11.76,11.84
CELL_01783,45.737,9.3615,343.8,La Valletta Brianza,Rovagnate,53.012,11.58,S_ROVAGNATE,820.6,10.26,10.18
CELL_01784,45.737,9.3628,336.4,La Valletta Brianza,Rovagnate,65.106,14.22,S_ROVAGNATE,702.2,8.78,9.03
CELL_01785,45.737,9.3641,342.2,La Valletta Brianza,Rovagnate,79.965,17.47,S_ROVAGNATE,587.2,7.34,7.33
CELL_01786,45.737,9.3654,341.0,La Valletta Brianza,Rovagnate,97.129,21.22,S_ROVAGNATE,477.8,5.97,6.02
CELL_01787,45.737,9.3667,342.0,La Valletta Brianza,Rovagnate,115.488,25.23,S_ROVAGNATE,379.0,4.74,4.74
CELL_01788,45.737,9.368,339.8,La Valletta Brianza,Rovagnate,132.271,28.9,S_ROVAGNATE,301.5,3.77,3.87
CELL_01789,45.737,9.3693,339.7,La Valletta Brianza,Rovagnate,141.091,30.82,S_ROVAGNATE,264.7,3.31,3.41
CELL_01790,45.737,9.3706,340.4,La Valletta Brianza,Rovagnate,136.522,29.83,S_ROVAGNATE,284.8,3.56,3.63
CELL_01791,45.737,9.3719,345.7,La Valletta Brianza,Rovagnate,120.944,26.42,S_ROVAGNATE,352.1,4.4,4.24
CELL_01792,45.737,9.3732,339.9,La Valletta Brianza,Rovagnate,102.51,22.4,S_ROVAGNATE,445.9,5.57,5.67
CELL_01793,45.737,9.3745,343.1,La Valletta Brianza,Rovagnate,85.122,18.6,S_ROVAGNATE,552.7,6.91,6.86
CELL_01794,45.737,9.3758,335.8,La Valletta Brianza,Rovagnate,69.72,15.23,S_ROVAGNATE,666.4,8.33,8.61
CELL_01795,45.737,9.3771,340.7,La Valletta Brianza,Rovagnate,56.472,12.34,S_ROVAGNATE,783.9,9.8,9.86
CELL_01796,45.737,9.3784,338.8,La Valletta Brianza,Rovagnate,45.692,9.98,S_ROVAGNATE,903.8,11.3,11.44
CELL_01797,45.737,9.3797,343.6,La Valletta Brianza,Rovagnate,37.033,8.09,S_OLGIATE_SCARPONE,894.0,11.17,9.8
CELL_01798,45.737,9.381,344.3,La Valletta Brianza,Rovagnate,29.921,6.54,S_OLGIATE_SCARPONE,767.8,9.6,8.21
CELL_01799,45.737,9.3823,336.3,Olgiate Molgora,Monticello,5.966,1.33,S_OLGIATE_SCARPONE,641.6,8.02,6.95
CELL_01800,45.737,9.3836,345.5,Olgiate Molgora,Monticello,7.09,1.58,S_OLGIATE_SCARPONE,515.5,6.44,5.78
CELL_01801,45.737,9.3849,342.8,Olgiate Molgora,Monticello,8.069,1.79,S_OLGIATE_SCARPONE,389.5,4.87,4.61
CELL_01802,45.737,9.3862,342.4,Olgiate Molgora,Monticello,9.338,2.08,S_OLGIATE_SCARPONE,263.7,3.3,3.57
CELL_01803,45.737,9.3875,339.3,Olgiate Molgora,Monticello,10.612,2.36,S_OLGIATE_SCARPONE,138.8,1.73,2.56
CELL_01804,45.737,9.3888,334.7,Olgiate Molgora,Monticello,11.953,2.66,S_OLGIATE_SCARPONE,29.4,0.37,1.18
CELL_01805,45.737,9.3901,339.1,Olgiate Molgora,Monticello,12.797,2.85,S_OLGIATE_SCARPONE,119.8,1.5,2.47
CELL_01806,45.737,9.3914,311.9,Olgiate Molgora,Mondonico,25.647,5.7,S_OLGIATE_SCARPONE,244.4,3.05,2.97
CELL_01807,45.737,9.3927,314.8,Olgiate Molgora,Mondonico,31.619,7.03,S_OLGIATE_SCARPONE,370.1,4.63,4.42
CELL_01808,45.737,9.394,318.2,Olgiate Molgora,Mondonico,38.147,8.49,S_MONDONICO,374.2,4.68,4.76
CELL_01809,45.737,9.3953,314.8,Olgiate Molgora,Mondonico,45.462,10.11,S_MONDONICO,278.3,3.48,3.71
CELL_01810,45.737,9.3966,312.3,Olgiate Molgora,Mondonico,50.501,11.23,S_MONDONICO,216.4,2.7,3.06
CELL_01811,45.737,9.3979,315.4,Olgiate Molgora,Mondonico,50.463,11.22,S_MONDONICO,219.2,2.74,2.95
CELL_01812,45.737,9.3992,310.9,Olgiate Molgora,Mondonico,45.016,10.01,S_MONDONICO,284.9,3.56,3.98
CELL_01813,45.737,9.4005,320.8,Olgiate Molgora,Mondonico,37.721,8.39,S_MONDONICO,382.3,4.78,4.74
CELL_01814,45.737,9.4018,318.5,Olgiate Molgora,Mondonico,30.991,6.89,S_OLGIATE_CENTRO,449.7,5.62,4.76
CELL_01815,45.737,9.4031,286.9,Olgiate Molgora,Olgiate Centro,100.828,22.43,S_OLGIATE_CENTRO,485.1,6.06,6.43
CELL_01816,45.737,9.4044,288.6,Olgiate Molgora,Olgiate Centro,94.598,21.04,S_OLGIATE_CENTRO,548.0,6.85,7.14
CELL_01817,45.737,9.4057,273.1,Olgiate Molgora,Porchera,20.148,4.48,S_OLGIATE_CENTRO,630.3,7.88,8.9
CELL_01818,45.737,9.407,265.8,Olgiate Molgora,Porchera,24.839,5.53,S_OLGIATE_CENTRO,725.3,9.07,10.44
CELL_01819,45.737,9.4083,272.4,Olgiate Molgora,Porchera,30.723,6.83,S_OLGIATE_CENTRO,828.6,10.36,11.4
CELL_01820,45.737,9.4096,272.1,Olgiate Molgora,Porchera,37.328,8.3,S_OLGIATE_CENTRO,937.6,11.72,12.77
CELL_01821,45.737,9.4109,270.2,Olgiate Molgora,Porchera,44.176,9.83,S_OLGIATE_FS,1073.5,13.42,14.17
CELL_01822,45.737,9.4122,264.3,Olgiate Molgora,Porchera,47.057,10.47,S_BEVERATE,1223.5,15.29,14.68
CELL_01823,45.737,9.4135,271.4,Olgiate Molgora,Porchera,42.434,9.44,S_BEVERATE,1100.5,13.76,12.85
CELL_01824,45.737,9.4148,268.0,Olgiate Molgora,Porchera,35.136,7.82,S_BEVERATE,978.4,12.23,11.47
CELL_01825,45.737,9.4161,273.0,Olgiate Molgora,Porchera,28.784,6.4,S_BEVERATE,857.5,10.72,9.76
CELL_01826,45.737,9.4174,271.9,Olgiate Molgora,Porchera,23.13,5.14,S_BEVERATE,738.4,9.23,8.32
CELL_01827,45.737,9.4187,250.2,Brivio,Beverate,43.085,6.25,S_BEVERATE,622.1,7.78,7.77
CELL_01828,45.737,9.42,247.0,Brivio,Beverate,52.398,7.6,S_BEVERATE,510.6,6.38,6.51
CELL_01829,45.737,9.4213,250.0,Brivio,Beverate,62.665,9.09,S_BEVERATE,407.8,5.1,5.1
CELL_01830,45.737,9.4226,253.2,Brivio,Beverate,73.022,10.59,S_BEVERATE,322.1,4.03,3.89
CELL_01831,45.737,9.4239,251.6,Brivio,Beverate,80.011,11.6,S_BEVERATE,270.3,3.38,3.31
CELL_01832,45.737,9.4252,250.4,Brivio,Beverate,79.756,11.57,S_BEVERATE,272.6,3.41,3.39
CELL_01833,45.737,9.4265,248.2,Brivio,Beverate,72.196,10.47,S_BEVERATE,327.7,4.1,4.18
CELL_01834,45.737,9.4278,245.8,Brivio,Beverate,61.967,8.99,S_BEVERATE,415.2,5.19,5.38
CELL_01835,45.737,9.4291,247.6,Brivio,Beverate,51.7,7.5,S_BEVERATE,518.9,6.49,6.59
CELL_01836,45.737,9.4304,251.5,Brivio,Beverate,42.177,6.12,S_BEVERATE,630.9,7.89,7.82
CELL_01837,45.737,9.4317,249.8,Brivio,Beverate,34.532,5.01,S_BEVERATE,747.5,9.34,9.35
CELL_01838,45.737,9.433,254.4,Brivio,Beverate,28.036,4.07,S_BEVERATE,866.7,10.83,10.64
CELL_01839,45.737,9.4343,248.3,Brivio,Beverate,22.646,3.28,S_BEVERATE,987.7,12.35,12.42
CELL_01840,45.737,9.4356,249.0,Brivio,Beverate,18.475,2.68,S_BRIVIO_PORTO,1254.5,15.68,13.91
CELL_01841,45.737,9.4369,204.1,Brivio,Brivio Centro,26.141,3.79,S_BRIVIO_PORTO,1160.6,14.51,14.59
CELL_01842,45.737,9.4382,204.9,Brivio,Brivio Centro,29.645,4.3,S_BRIVIO_PORTO,1073.3,13.42,13.46
CELL_01843,45.737,9.4395,205.5,Brivio,Brivio Centro,32.748,4.75,S_BRIVIO_PORTO,994.4,12.43,12.45
CELL_01844,45.737,9.4408,208.7,Brivio,Brivio Centro,35.644,5.17,S_BRIVIO_PORTO,926.1,11.58,11.46
CELL_01845,45.737,9.4421,204.3,Brivio,Brivio Centro,37.863,5.49,S_BRIVIO_PORTO,870.8,10.89,10.96
CELL_01846,45.737,9.4434,204.3,Brivio,Brivio Centro,38.843,5.63,S_BRIVIO_PORTO,831.2,10.39,10.46
CELL_01847,45.737,9.4447,207.8,Brivio,Brivio Centro,39.008,5.66,S_BRIVIO_PORTO,809.5,10.12,10.04
CELL_01848,45.737,9.446,207.7,Brivio,Brivio Centro,38.323,5.56,S_BRIVIO_PORTO,807.2,10.09,10.02
CELL_01849,45.737,9.4473,204.1,Brivio,Brivio Centro,36.145,5.24,S_BRIVIO_PORTO,824.5,10.31,10.39
CELL_01850,45.737,9.4486,205.6,Brivio,Brivio Centro,33.552,4.87,S_BRIVIO_PORTO,860.2,10.75,10.77
CELL_01851,45.737,9.4499,212.2,Brivio,Brivio Centro,30.362,4.4,S_BRIVIO_PORTO,912.1,11.4,11.13
CELL_01852,45.737,9.4512,207.9,Brivio,Brivio Centro,27.072,3.93,S_BRIVIO_PORTO,977.6,12.22,12.14
CELL_01853,45.737,9.4525,207.9,Brivio,Brivio Centro,23.872,3.46,S_BRIVIO_PORTO,1054.3,13.18,13.1
CELL_01854,45.737,9.4538,205.9,Brivio,Brivio Centro,20.371,2.95,S_BRIVIO_PORTO,1139.8,14.25,14.25
CELL_01855,45.737,9.4551,207.0,Brivio,Brivio Centro,17.625,2.56,S_BRIVIO_PORTO,1232.3,15.4,15.36
CELL_01856,45.737,9.4564,206.5,Brivio,Brivio Centro,14.907,2.16,S_BRIVIO_PORTO,1330.4,16.63,16.61
CELL_01857,45.737,9.4577,203.9,Brivio,Brivio Centro,12.696,1.84,S_BRIVIO_PORTO,1432.9,17.91,18.0
CELL_01858,45.737,9.459,206.9,Brivio,Brivio Centro,10.315,1.5,S_BRIVIO_PORTO,1539.0,19.24,19.2
CELL_01859,45.7379,9.355,376.3,La Valletta Brianza,Perego,19.716,4.31,S_PEREGO,1157.8,14.47,14.37
CELL_01860,45.7379,9.3563,368.6,La Valletta Brianza,Perego,22.859,4.99,S_PEREGO,1063.4,13.29,13.53
CELL_01861,45.7379,9.3576,368.9,La Valletta Brianza,Perego,26.714,5.84,S_PEREGO,976.2,12.2,12.43
CELL_01862,45.7379,9.3589,370.8,La Valletta Brianza,Perego,30.576,6.68,S_PEREGO,898.4,11.23,11.37
CELL_01863,45.7379,9.3602,372.4,La Valletta Brianza,Perego,34.314,7.5,S_ROVAGNATE,913.9,11.42,10.17
CELL_01864,45.7379,9.3615,370.0,La Valletta Brianza,Perego,37.732,8.24,S_ROVAGNATE,789.3,9.87,8.71
CELL_01865,45.7379,9.3628,349.2,La Valletta Brianza,Rovagnate,69.454,15.17,S_ROVAGNATE,665.4,8.32,8.01
CELL_01866,45.7379,9.3641,337.8,La Valletta Brianza,Rovagnate,86.311,18.86,S_ROVAGNATE,542.6,6.78,6.97
CELL_01867,45.7379,9.3654,345.5,La Valletta Brianza,Rovagnate,106.911,23.36,S_ROVAGNATE,421.7,5.27,5.12
CELL_01868,45.7379,9.3667,347.6,La Valletta Brianza,Rovagnate,131.418,28.71,S_ROVAGNATE,305.4,3.82,3.58
CELL_01869,45.7379,9.368,350.1,La Valletta Brianza,Rovagnate,157.762,34.47,S_ROVAGNATE,201.3,2.52,2.19
CELL_01870,45.7379,9.3693,341.7,La Valletta Brianza,Rovagnate,175.773,38.4,S_ROVAGNATE,140.3,1.75,1.77
CELL_01871,45.7379,9.3706,337.4,La Valletta Brianza,Rovagnate,165.354,36.13,S_ROVAGNATE,175.3,2.19,2.4
CELL_01872,45.7379,9.3719,333.5,La Valletta Brianza,Rovagnate,139.186,30.41,S_ROVAGNATE,271.4,3.39,3.79
CELL_01873,45.7379,9.3732,345.4,La Valletta Brianza,Rovagnate,113.961,24.9,S_ROVAGNATE,385.3,4.82,4.67
CELL_01874,45.7379,9.3745,338.5,La Valletta Brianza,Rovagnate,92.41,20.19,S_ROVAGNATE,505.1,6.31,6.47
CELL_01875,45.7379,9.3758,342.9,La Valletta Brianza,Rovagnate,74.345,16.24,S_ROVAGNATE,627.5,7.84,7.8
CELL_01876,45.7379,9.3771,342.5,La Valletta Brianza,Rovagnate,59.891,13.08,S_ROVAGNATE,751.1,9.39,9.37
CELL_01877,45.7379,9.3784,341.2,La Valletta Brianza,Rovagnate,48.289,10.55,S_ROVAGNATE,875.5,10.94,10.98
CELL_01878,45.7379,9.3797,342.4,La Valletta Brianza,Rovagnate,38.838,8.48,S_OLGIATE_SCARPONE,906.5,11.33,10.0
CELL_01879,45.7379,9.381,339.3,La Valletta Brianza,Rovagnate,31.125,6.8,S_OLGIATE_SCARPONE,782.4,9.78,8.58
CELL_01880,45.7379,9.3823,338.2,Olgiate Molgora,Monticello,6.507,1.45,S_OLGIATE_SCARPONE,659.0,8.24,7.09
CELL_01881,45.7379,9.3836,339.0,Olgiate Molgora,Monticello,7.937,1.77,S_OLGIATE_SCARPONE,537.0,6.71,5.71
CELL_01882,45.7379,9.3849,340.8,Olgiate Molgora,Monticello,9.294,2.07,S_OLGIATE_SCARPONE,417.5,5.22,4.76
CELL_01883,45.7379,9.3862,342.5,Olgiate Molgora,Monticello,10.829,2.41,S_OLGIATE_SCARPONE,303.5,3.79,3.89
CELL_01884,45.7379,9.3875,339.3,Olgiate Molgora,Monticello,12.568,2.8,S_OLGIATE_SCARPONE,204.6,2.56,2.97
CELL_01885,45.7379,9.3888,340.2,Olgiate Molgora,Monticello,14.178,3.15,S_OLGIATE_SCARPONE,153.1,1.91,2.69
CELL_01886,45.7379,9.3901,336.1,Olgiate Molgora,Monticello,15.646,3.48,S_OLGIATE_SCARPONE,192.2,2.4,2.72
CELL_01887,45.7379,9.3914,313.0,Olgiate Molgora,Mondonico,27.243,6.06,S_OLGIATE_SCARPONE,286.9,3.59,3.46
CELL_01888,45.7379,9.3927,316.1,Olgiate Molgora,Mondonico,34.004,7.56,S_OLGIATE_SCARPONE,399.5,4.99,4.73
CELL_01889,45.7379,9.394,315.9,Olgiate Molgora,Mondonico,41.975,9.34,S_MONDONICO,321.8,4.02,4.21
CELL_01890,45.7379,9.3953,311.9,Olgiate Molgora,Mondonico,51.63,11.48,S_MONDONICO,202.5,2.53,2.91
CELL_01891,45.7379,9.3966,312.0,Olgiate Molgora,Mondonico,61.639,13.71,S_MONDONICO,101.7,1.27,1.67
CELL_01892,45.7379,9.3979,317.1,Olgiate Molgora,Mondonico,61.069,13.58,S_MONDONICO,107.6,1.34,1.48
CELL_01893,45.7379,9.3992,317.6,Olgiate Molgora,Mondonico,51.056,11.36,S_MONDONICO,211.4,2.64,2.75
CELL_01894,45.7379,9.4005,316.2,Olgiate Molgora,Mondonico,41.221,9.17,S_MONDONICO,331.2,4.14,4.31
CELL_01895,45.7379,9.4018,310.0,Olgiate Molgora,Mondonico,33.412,7.43,S_MONDONICO,454.5,5.68,6.14
CELL_01896,45.7379,9.4031,315.7,Olgiate Molgora,Mondonico,26.654,5.93,S_OLGIATE_CENTRO,601.8,7.52,6.67
CELL_01897,45.7379,9.4044,316.8,Olgiate Molgora,Mondonico,21.319,4.74,S_OLGIATE_CENTRO,653.6,8.17,7.27
CELL_01898,45.7379,9.4057,270.8,Olgiate Molgora,Porchera,20.779,4.62,S_OLGIATE_CENTRO,723.9,9.05,10.17
CELL_01899,45.7379,9.407,272.6,Olgiate Molgora,Porchera,25.84,5.75,S_OLGIATE_CENTRO,808.0,10.1,11.13
CELL_01900,45.7379,9.4083,271.4,Olgiate Molgora,Porchera,32.16,7.15,S_OLGIATE_CENTRO,901.9,11.27,12.36
CELL_01901,45.7379,9.4096,269.3,Olgiate Molgora,Porchera,39.936,8.88,S_OLGIATE_CENTRO,1003.0,12.54,13.71
CELL_01902,45.7379,9.4109,269.2,Olgiate Molgora,Porchera,49.755,11.07,S_OLGIATE_CENTRO,1109.2,13.87,15.04
CELL_01903,45.7379,9.4122,270.9,Olgiate Molgora,Porchera,57.908,12.88,S_BEVERATE,1256.4,15.7,14.82
CELL_01904,45.7379,9.4135,272.4,Olgiate Molgora,Porchera,46.702,10.39,S_BEVERATE,1137.0,14.21,13.27
CELL_01905,45.7379,9.4148,271.9,Olgiate Molgora,Porchera,37.505,8.34,S_BEVERATE,1019.3,12.74,11.82
CELL_01906,45.7379,9.4161,268.8,Olgiate Molgora,Porchera,30.158,6.71,S_BEVERATE,903.8,11.3,10.5
CELL_01907,45.7379,9.4174,269.2,Olgiate Molgora,Porchera,24.239,5.39,S_BEVERATE,791.7,9.9,9.09
CELL_01908,45.7379,9.4187,263.3,Olgiate Molgora,Porchera,19.175,4.27,S_BEVERATE,684.6,8.56,7.99
CELL_01909,45.7379,9.42,252.6,Brivio,Beverate,45.783,6.64,S_BEVERATE,585.1,7.31,7.2
CELL_01910,45.7379,9.4213,253.7,Brivio,Beverate,53.377,7.74,S_BEVERATE,497.9,6.22,6.06
CELL_01911,45.7379,9.4226,255.3,Brivio,Beverate,60.506,8.78,S_BEVERATE,430.5,5.38,5.15
CELL_01912,45.7379,9.4239,250.2,Brivio,Beverate,64.408,9.34,S_BEVERATE,393.3,4.92,4.91
CELL_01913,45.7379,9.4252,246.8,Brivio,Beverate,64.069,9.29,S_BEVERATE,394.9,4.94,5.08
CELL_01914,45.7379,9.4265,258.1,Brivio,Beverate,59.853,8.68,S_BEVERATE,434.8,5.43,5.09
CELL_01915,45.7379,9.4278,243.9,Brivio,Beverate,53.102,7.7,S_BEVERATE,504.0,6.3,6.57
CELL_01916,45.7379,9.4291,250.1,Brivio,Beverate,45.348,6.58,S_BEVERATE,592.4,7.4,7.4
CELL_01917,45.7379,9.4304,245.8,Brivio,Beverate,38.145,5.53,S_BEVERATE,692.6,8.66,8.84
CELL_01918,45.7379,9.4317,250.0,Brivio,Beverate,31.351,4.55,S_BEVERATE,800.2,10.0,10.0
CELL_01919,45.7379,9.433,254.0,Brivio,Beverate,25.723,3.73,S_BEVERATE,912.6,11.41,11.23
CELL_01920,45.7379,9.4343,252.3,Brivio,Beverate,20.977,3.04,S_BEVERATE,1028.2,12.85,12.75
CELL_01921,45.7379,9.4356,251.0,Brivio,Beverate,17.309,2.51,S_BRIVIO_PORTO,1178.1,14.73,12.88
CELL_01922,45.7379,9.4369,206.8,Brivio,Brivio Centro,31.344,4.55,S_BRIVIO_PORTO,1077.5,13.47,13.43
CELL_01923,45.7379,9.4382,213.8,Brivio,Brivio Centro,35.646,5.17,S_BRIVIO_PORTO,982.9,12.29,11.95
CELL_01924,45.7379,9.4395,203.9,Brivio,Brivio Centro,39.974,5.8,S_BRIVIO_PORTO,896.1,11.2,11.29
CELL_01925,45.7379,9.4408,206.5,Brivio,Brivio Centro,43.767,6.35,S_BRIVIO_PORTO,819.6,10.25,10.22
CELL_01926,45.7379,9.4421,210.8,Brivio,Brivio Centro,46.768,6.78,S_BRIVIO_PORTO,756.6,9.46,9.25
CELL_01927,45.7379,9.4434,206.8,Brivio,Brivio Centro,48.505,7.03,S_BRIVIO_PORTO,710.6,8.88,8.85
CELL_01928,45.7379,9.4447,202.1,Brivio,Brivio Centro,48.785,7.08,S_BRIVIO_PORTO,685.1,8.56,8.74
CELL_01929,45.7379,9.446,212.3,Brivio,Brivio Centro,47.4,6.87,S_BRIVIO_PORTO,682.5,8.53,8.26
CELL_01930,45.7379,9.4473,205.2,Brivio,Brivio Centro,44.785,6.5,S_BRIVIO_PORTO,702.8,8.79,8.82
CELL_01931,45.7379,9.4486,207.1,Brivio,Brivio Centro,40.971,5.94,S_BRIVIO_PORTO,744.3,9.3,9.26
CELL_01932,45.7379,9.4499,209.7,Brivio,Brivio Centro,36.677,5.32,S_BRIVIO_PORTO,803.8,10.05,9.89
CELL_01933,45.7379,9.4512,207.0,Brivio,Brivio Centro,32.284,4.68,S_BRIVIO_PORTO,877.4,10.97,10.92
CELL_01934,45.7379,9.4525,206.8,Brivio,Brivio Centro,27.923,4.05,S_BRIVIO_PORTO,962.1,12.03,11.99
CELL_01935,45.7379,9.4538,201.5,Brivio,Brivio Centro,23.77,3.45,S_BRIVIO_PORTO,1055.1,13.19,13.39
CELL_01936,45.7379,9.4551,204.8,Brivio,Brivio Centro,20.001,2.9,S_BRIVIO_PORTO,1154.5,14.43,14.48
CELL_01937,45.7379,9.4564,202.9,Brivio,Brivio Centro,16.924,2.45,S_BRIVIO_PORTO,1258.6,15.73,15.87
CELL_01938,45.7379,9.4577,197.6,Brivio,Brivio Centro,14.07,2.04,S_BRIVIO_PORTO,1366.5,17.08,17.45
CELL_01939,45.7379,9.459,205.3,Brivio,Brivio Centro,11.692,1.7,S_BRIVIO_PORTO,1477.4,18.47,18.5
CELL_01940,45.7388,9.355,373.9,La Valletta Brianza,Perego,22.27,4.87,S_PEREGO,1082.6,13.53,13.54
CELL_01941,45.7388,9.3563,378.2,La Valletta Brianza,Perego,26.696,5.83,S_PEREGO,981.0,12.26,12.08
CELL_01942,45.7388,9.3576,371.9,La Valletta Brianza,Perego,31.547,6.89,S_PEREGO,885.8,11.07,11.16
CELL_01943,45.7388,9.3589,372.9,La Valletta Brianza,Perego,36.54,7.98,S_PEREGO,799.1,9.99,10.04
CELL_01944,45.7388,9.3602,373.7,La Valletta Brianza,Perego,41.747,9.12,S_PEREGO,724.3,9.05,9.07
CELL_01945,45.7388,9.3615,369.3,La Valletta Brianza,Perego,46.131,10.08,S_PEREGO,665.1,8.31,8.52
CELL_01946,45.7388,9.3628,374.9,La Valletta Brianza,Perego,49.394,10.79,S_ROVAGNATE,650.9,8.14,6.84
CELL_01947,45.7388,9.3641,342.1,La Valletta Brianza,Rovagnate,89.179,19.48,S_ROVAGNATE,524.7,6.56,6.55
CELL_01948,45.7388,9.3654,337.6,La Valletta Brianza,Rovagnate,111.469,24.35,S_ROVAGNATE,398.5,4.98,5.18
CELL_01949,45.7388,9.3667,348.3,La Valletta Brianza,Rovagnate,138.894,30.34,S_ROVAGNATE,272.3,3.4,3.14
CELL_01950,45.7388,9.368,347.9,La Valletta Brianza,Rovagnate,173.58,37.92,S_ROVAGNATE,146.3,1.83,1.59
CELL_01951,45.7388,9.3693,347.3,La Valletta Brianza,Rovagnate,215.603,47.1,S_ROVAGNATE,23.9,0.3,0.46
CELL_01952,45.7388,9.3706,337.4,La Valletta Brianza,Rovagnate,186.068,40.65,S_ROVAGNATE,107.7,1.35,1.56
CELL_01953,45.7388,9.3719,343.7,La Valletta Brianza,Rovagnate,148.8,32.51,S_ROVAGNATE,233.5,2.92,2.85
CELL_01954,45.7388,9.3732,338.5,La Valletta Brianza,Rovagnate,119.297,26.06,S_ROVAGNATE,359.6,4.5,4.65
CELL_01955,45.7388,9.3745,342.4,La Valletta Brianza,Rovagnate,95.452,20.85,S_ROVAGNATE,485.8,6.07,6.06
CELL_01956,45.7388,9.3758,336.1,La Valletta Brianza,Rovagnate,76.481,16.71,S_ROVAGNATE,612.0,7.65,7.91
CELL_01957,45.7388,9.3771,345.4,La Valletta Brianza,Rovagnate,61.387,13.41,S_ROVAGNATE,738.3,9.23,9.08
CELL_01958,45.7388,9.3784,338.2,La Valletta Brianza,Rovagnate,49.218,10.75,S_ROVAGNATE,864.5,10.81,10.97
CELL_01959,45.7388,9.3797,342.4,La Valletta Brianza,Rovagnate,39.356,8.6,S_OLGIATE_SCARPONE,935.8,11.7,10.36
CELL_01960,45.7388,9.381,339.3,La Valletta Brianza,Rovagnate,31.432,6.87,S_OLGIATE_SCARPONE,816.0,10.2,9.0
CELL_01961,45.7388,9.3823,339.7,Olgiate Molgora,Monticello,7.218,1.61,S_OLGIATE_SCARPONE,698.7,8.73,7.53
CELL_01962,45.7388,9.3836,341.7,Olgiate Molgora,Monticello,8.663,1.93,S_OLGIATE_SCARPONE,585.0,7.31,6.23
CELL_01963,45.7388,9.3849,342.0,Olgiate Molgora,Monticello,10.615,2.36,S_OLGIATE_SCARPONE,477.6,5.97,5.32
